PROCESO	INDICADOR	ETAPA	CICLO	CURSO	UNIDAD	VALORR	VALORC
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	27,7	60
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	67,82	60
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	44,72	60
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	3,51	70
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	34	70
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	73,95	70
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	88,8	70
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	80,92	70
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.2 Grado de satisfacci¢n de los alumnos con la Pastoral	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	18,84	70
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	4,55	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	23,28	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	75,08	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	44,88	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	96,23	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	74,43	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	88,21	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	57,15	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	60,71	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	62,19	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	19,38	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	4,91	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	85,42	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	16,75	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	7,29	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	1,87	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	81,77	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	85,24	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	77,31	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	24,46	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	70,31	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	40,32	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	64,71	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	41,63	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	30,4	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	20,68	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	81,83	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	88,4	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	64,62	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	50,31	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	67,57	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	79	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	5,29	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	53,42	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	74,35	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Administraci¢n y Finanzas)	1ß Adm-Fin	86,09	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	2ß ITelec	6,61	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	2ß Ins Aut	53,85	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Gesti¢n Administrativa)	2ß Gesti¢n	92,04	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	2ß F.P.I.G.M. (Actividades Comerciales)	2ß Comerci	4,33	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones de Telecomunicaciones)	1ß ITelec	51,23	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Instalaciones ElÇctricas y Autom†ticas)	1ß Ins Aut	36,18	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Gesti¢n Administrativa)	1ß Gesti¢n	5,25	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO MEDIO	1ß F.P.I.G.M. (Actividades Comerciales)	1ß Comerci	12,88	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßA Bach	22,64	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßB Bach	59,09	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	BACHILLERATO	2ß CICLO BACHILLER	SEGUNDO BACHILLERATO	2ßC Bach	9,42	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßA Bach	21,27	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßB Bach	16,34	NaN
P.C. 10. ACCI‡N PASTORAL ESCOLAR	IND 10.1 % alumnos que participan en actividades voluntarias de pastoral escolar (celebraciones, retiros, convivencias, ?)	BACHILLERATO	1ß CICLO BACHILLER	PRIMERO BACHILLERATO	1ßC Bach	64,41	NaN
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßC	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	4ß CICLO ESO	4ß de E.S.O.	ESO 4ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	3ß CICLO ESO	3ß de E.S.O.	ESO 3ßC	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßC	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	2ß CICLO ESO	2ß de E.S.O.	ESO 2ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßC	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	SECUNDARIA	1ß CICLO ESO	1ß de E.S.O.	ESO 1ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	3ß CICLO PRIMARIA	6ß de Educ. Prima.	EPO 6ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	3ß CICLO PRIMARIA	5ß de Educ. Prima.	EPO 5ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	2ß CICLO PRIMARIA	4ß de Educ. Prima.	EPO 4ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	2ß CICLO PRIMARIA	3ß de Educ. Prima.	EPO 3ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	1ß CICLO PRIMARIA	2ß de Educ. Prima.	EPO 2ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßA	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	PRIMARIA	1ß CICLO PRIMARIA	1ß de Educ. Prima.	EPO 1ßB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.B	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	INFANTIL	2ß CICLO INFANTIL	Tres A§os	E.Inf. 3.A	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.B	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	INFANTIL	2ß CICLO INFANTIL	Cuatro A§os	E.Inf. 4.A	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.A	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	INFANTIL	2ß CICLO INFANTIL	Cinco A§os	E.Inf. 5.B	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	2ß de F.P.B. (Electricidad y Electr¢nica)	2ß FPB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	FORMACION PROFESIONAL	FORMACI‡N PROFESIONAL BµSICA	1ß de F.P.B. (Electricidad y Electr¢nica)	1ß FPB	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	2 D.A.Mult	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	2ß F.P.I.G.S. (Administraci¢n y Finanzas)	2ß Adm-Fin	NA	80
P.C. 09. ADMISI‡N, MATRICULACI‡N Y ACOGIDA DE ALUMNOS	IND 09.6 Grado de satisfacci¢n de las Familias de nuevo ingreso con la Admisi¢n, Matriculaci¢n y Acogida de alumnos	FORMACION PROFESIONAL	CICLOS FORMATIVOS DE GRADO SUPERIOR	1ß F.P.I.G.S. (Desarrollo de Aplicaciones Multiplataforma)	1 D.A.Mult	NA	80
